#{"t_start": 1765125375.6174812, "env_id": "None"}
r,l,t
-225.508351,100,1163.043298
-202.164291,100,1164.398562
-52.731981,99,1165.714835
-149.225758,100,1167.0597
-273.405841,100,1168.402099
-229.421183,100,1169.71471
-186.040081,100,1171.017934
-233.37318,100,1172.352397
-224.101329,100,1173.72794
-184.347062,100,1175.067392
-261.669094,100,1176.430877
-197.21976,100,1177.737775
-283.754593,100,1179.047764
-144.775764,100,1180.348933
-119.758483,100,1181.865555
-134.119909,100,1183.193483
-268.335643,100,1184.528077
-119.674897,100,1185.808156
-170.252436,100,1187.155974
-129.721841,100,1188.438985
-245.410892,100,1189.816129
-239.857669,100,1191.135333
-152.470918,100,1192.511889
-225.958101,100,1193.854402
-238.35465,100,1195.199591
-138.499058,100,1196.535018
-131.946157,100,1197.941507
-29.396837,98,1199.318477
-200.432999,100,1200.67422
-134.684428,100,1201.962974
-136.223981,100,1203.301021
-158.900054,100,1204.634759
-178.020275,100,1205.982518
-193.877707,100,1207.333429
-176.887571,100,1208.666892
-138.51732,100,1210.016809
-163.606094,100,1211.438657
-184.700379,100,1212.81728
-142.792049,100,1214.137052
-141.927452,100,1215.464912
-158.270965,100,1216.817447
4.087858,80,1217.931091
-182.686057,100,1219.297105
-213.353608,100,1220.67202
-190.537981,100,1222.020823
-185.817224,100,1223.326133
-153.21645,100,1224.660347
-189.484396,100,1226.064547
-108.074644,100,1227.386424
-100.822979,100,1228.70862
-194.650931,100,1230.110906
-198.842979,100,1231.465032
-104.204917,100,1232.948519
-159.030778,100,1234.320912
-150.871638,100,1235.65559
-183.648805,100,1237.003511
-146.86711,100,1238.337773
-113.929146,100,1239.636463
-191.001261,100,1241.121174
-138.744372,100,1242.439039
-112.225362,100,1243.777605
-204.205499,100,1245.393524
-181.135953,100,1246.926306
-241.211014,100,1248.332819
-77.306359,100,1249.649227
-229.94055,100,1251.297072
-245.295321,100,1252.612341
-97.243823,100,1253.916542
-227.322994,100,1255.604056
-228.896981,100,1256.953301
-219.437675,100,1258.428238
-237.006723,100,1259.824517
-148.130175,100,1261.200757
-256.184096,100,1262.561243
-152.654272,100,1263.904427
-109.587954,100,1265.251009
-205.611459,100,1266.71187
-106.161484,100,1268.07206
-104.251909,100,1269.405835
-217.21834,100,1270.744924
-193.546376,100,1272.128474
-216.995412,100,1273.501163
-205.499447,100,1274.851034
-224.66544,100,1276.897123
-155.902374,100,1278.418259
-91.539153,100,1279.751927
-138.355571,100,1281.121301
-203.021331,100,1282.552899
-76.96223,100,1283.868591
-125.659579,100,1285.28597
-163.828823,100,1286.932474
-121.067336,100,1288.268543
-261.595208,100,1290.034371
-210.363753,100,1291.418853
-211.68235,100,1293.022875
-198.690543,100,1294.374612
-118.96728,100,1295.70747
-84.976748,100,1297.018599
-124.545195,100,1298.34769
-236.61103,100,1299.923038
-189.393767,100,1301.281424
-170.6378,100,1302.613702
-234.902937,100,1304.052695
-98.268356,100,1305.42242
-115.704934,100,1306.747742
-153.67002,100,1308.047625
-246.463171,100,1309.403635
-163.393208,100,1310.851027
-121.049546,100,1312.25956
-227.369892,100,1313.594629
-84.045305,100,1314.902919
-137.588815,100,1316.258039
-142.999387,100,1317.711897
-73.516188,100,1319.024165
-128.672886,100,1320.360802
-155.304953,100,1321.666199
-167.68463,100,1323.082513
-141.854425,100,1324.4253
-122.91321,100,1325.75401
-232.327307,100,1327.109628
-85.664803,100,1328.441512
