#{"t_start": 1765077872.44755, "env_id": "None"}
r,l,t
-181.208347,100,2817.080393
-184.15553,100,2821.113521
-166.070964,100,2825.136843
-175.935085,100,2830.14392
-157.055641,100,2835.090495
-152.707033,100,2839.056793
-163.502339,100,2844.198305
-171.130648,100,2849.148046
-197.207368,100,2854.206405
-185.395681,100,2859.243797
-179.222589,100,2864.160269
-174.467868,100,2868.137814
-161.087411,100,2873.182359
-191.111692,100,2877.252871
-180.521773,100,2881.213557
-150.105796,100,2885.19467
-172.772086,100,2889.114469
-157.652144,100,2894.148679
-157.786102,100,2899.272095
-146.503192,100,2904.212733
-180.053915,100,2908.264216
-145.674611,100,2912.253416
-187.16471,100,2916.138159
-163.000687,100,2921.217164
-182.343906,100,2926.233908
-178.360199,100,2931.154435
-192.051841,100,2934.200995
-184.331525,100,2937.214278
-174.901493,100,2940.273873
-179.978296,100,2943.220441
-186.558311,100,2948.240551
-176.935191,100,2953.261491
-186.955318,100,2957.176198
-158.979474,100,2962.220773
-167.606379,100,2966.241836
-177.629248,100,2971.214792
-177.118428,100,2976.261921
-165.56246,100,2980.284123
-159.258431,100,2985.310838
-185.048878,100,2989.219318
-172.839471,100,2994.183123
-188.214917,100,2999.31219
-178.401771,100,3004.227104
-147.539259,100,3009.411673
-159.091042,100,3014.330703
-164.226955,100,3019.436759
-162.881887,100,3024.285105
-175.097528,100,3029.32677
-174.981382,100,3034.419981
-162.795137,100,3039.41949
-162.915909,100,3044.419661
-171.954306,100,3047.295713
-171.659442,100,3051.393649
-181.834934,100,3056.370176
-206.558935,100,3061.463447
-179.099417,100,3064.348725
-174.12179,100,3069.414042
-188.683179,100,3073.415224
-195.285219,100,3078.472456
-176.194614,100,3083.472484
-180.327281,100,3087.415201
-159.361601,100,3091.487093
-172.213132,100,3096.42308
-187.601282,100,3101.380982
-177.195512,100,3106.450611
-201.909581,100,3111.441622
-154.810427,100,3115.36128
-182.519455,100,3120.455944
-187.776145,100,3125.452251
-169.304022,100,3130.409064
-158.531149,100,3134.397101
-161.677192,100,3138.42254
-162.188785,100,3143.401757
-171.404763,100,3147.373558
-165.944621,100,3152.491472
-197.323079,100,3156.468935
-184.92596,100,3160.460286
-177.286302,100,3165.452318
-178.571755,100,3168.510245
-174.04631,100,3173.410504
-173.803925,100,3177.50341
-179.859317,100,3182.426852
-159.236219,100,3186.460946
-174.565406,100,3190.530608
-158.680661,100,3195.577997
-171.683456,100,3198.55923
-161.149068,100,3203.532109
-172.232747,100,3208.501018
-162.599258,100,3212.505856
-176.082841,100,3217.430818
-173.240798,100,3221.526678
-171.600409,100,3225.528519
-179.581469,100,3230.485688
-169.675307,100,3233.572321
-159.826015,100,3237.471783
-194.918491,100,3242.524277
-169.44171,100,3245.654087
-187.401546,100,3250.577975
-173.732114,100,3254.641067
-163.071699,100,3259.614582
-168.952461,100,3262.572647
-178.148684,100,3266.509461
-194.156245,100,3270.53708
-193.400214,100,3275.447724
-185.149194,100,3279.564562
-178.847346,100,3283.673682
-166.838218,100,3287.62941
-202.900556,100,3291.560386
-167.538666,100,3294.561325
-151.25302,100,3299.578526
-169.524007,100,3302.731209
-161.744871,100,3306.735588
-175.277809,100,3309.70663
-173.579746,100,3313.608738
-186.565266,100,3317.55248
-169.986834,100,3321.627668
-182.081614,100,3325.589572
-170.179856,100,3330.704136
-178.536527,100,3333.543958
-198.267086,100,3336.537358
-171.902391,100,3339.570385
-165.566969,100,3343.670792
-163.151187,100,3348.755028
-169.477456,100,3353.713216
-161.358957,100,3358.724159
-180.214738,100,3363.800159
-163.433291,100,3367.661481
-147.296905,100,3371.745296
-158.316043,100,3375.834481
-156.244458,100,3380.667513
-175.33513,100,3385.794675
-158.247864,100,3387.318872
-148.785416,100,3390.728142
-184.030007,100,3394.76872
-193.145934,100,3398.736093
-178.913208,100,3402.786572
-195.063705,100,3406.707946
-176.350385,100,3410.626755
-177.98106,100,3415.720642
-167.267497,100,3420.717308
-185.876929,100,3425.747514
-156.447942,100,3430.66467
-168.978325,100,3434.736458
-162.889458,100,3439.673298
-145.392045,100,3444.798528
-181.074119,100,3449.782448
-140.111379,100,3454.858459
-189.79505,100,3459.796698
-180.355005,100,3464.759272
-177.404708,100,3469.738356
-134.000473,100,3473.7788
-178.466048,100,3477.840934
-185.89784,100,3482.808656
-197.785157,100,3487.832175
-152.701473,100,3492.824948
-168.855827,100,3497.73613
-160.14914,100,3502.775023
-184.281769,100,3507.86633
-174.14551,100,3512.92474
-182.994986,100,3516.889563
-172.153249,100,3519.843436
-173.72184,100,3524.845115
-142.208376,100,3529.867005
-140.157147,100,3534.836953
-154.13721,100,3539.872794
-141.273717,100,3543.856519
-138.525185,100,3548.922161
-149.309755,100,3553.831127
-179.444414,100,3558.814137
-175.141277,100,3563.865225
-168.29917,100,3567.887506
-184.081755,100,3572.879038
-167.346026,100,3575.833175
-162.737322,100,3578.846224
-182.809199,100,3583.867116
-163.979692,100,3586.843676
-162.626289,100,3589.884341
-182.409474,100,3593.896494
-176.746049,100,3596.860898
-164.859475,100,3600.927036
-203.091051,100,3603.923007
-174.528202,100,3608.963048
-153.396145,100,3613.011672
-168.62488,100,3616.964256
-152.576606,100,3620.894561
-163.883888,100,3625.900892
-192.031145,100,3630.979172
-167.857377,100,3636.062951
-171.493713,100,3638.953121
-177.387075,100,3643.929882
-188.204353,100,3647.965577
-191.70383,100,3653.015108
-185.591518,100,3656.925833
-143.956756,100,3662.032227
-187.66609,100,3666.945063
-191.115355,100,3672.017725
-175.902466,100,3676.964182
-186.065751,100,3679.951994
-186.455265,100,3685.020552
-176.604328,100,3689.005368
-180.150747,100,3693.965681
-173.48162,100,3698.953401
-190.383537,100,3703.982196
-198.939496,100,3708.966553
-171.618262,100,3712.983936
-156.801843,100,3716.981721
-178.246572,100,3722.060378
-176.714289,100,3727.005886
-167.954134,100,3731.079162
-205.287892,100,3736.037861
-185.824468,100,3740.998857
-192.744559,100,3746.036462
-153.595393,100,3751.060024
-177.076057,100,3756.150555
-177.92674,100,3760.088519
-164.3656,100,3765.121671
-191.572012,100,3770.069479
-161.629544,100,3774.072631
-198.014405,100,3778.123939
-171.19716,100,3782.219358
-178.696781,100,3787.049613
-180.120774,100,3791.109555
-173.084113,100,3795.054909
-178.646934,100,3800.241059
-177.820691,100,3804.07796
-197.080974,100,3809.260965
-184.061991,100,3814.12849
-201.378365,100,3819.163947
-167.780651,100,3824.189701
-158.285664,100,3829.157749
-183.814008,100,3834.171073
-180.769944,100,3838.376404
-168.187449,100,3843.265539
-186.031509,100,3847.186248
-195.260272,100,3852.196049
-202.636918,100,3857.235454
-179.667566,100,3862.232769
-170.692093,100,3866.161234
-193.52962,100,3870.187751
-196.327753,100,3875.214087
-184.373666,100,3878.225266
-180.484429,100,3883.181972
-178.765912,100,3888.132678
-166.008984,100,3892.216285
-176.225705,100,3895.275335
-218.341867,100,3899.340903
-157.562869,100,3904.347846
-161.553555,100,3908.314272
-181.474841,100,3913.316228
-185.126312,100,3918.252768
-196.424269,100,3923.249774
-161.288336,100,3928.363353
-181.705949,100,3933.331164
-186.960045,100,3937.310501
-172.01386,100,3942.252655
-147.36808,100,3946.241795
-183.13974,100,3951.274529
-187.137484,100,3956.180831
-280.06251,100,3962.054935
